,id,text,time,label
494,486,I used to learn play on piano,09-06-2017 08:29,0
495,486,Some jerk stole my photo on tumblr,05-03-2017 23:27,0
496,486,Frustration is not a work plan,8/28/2017 11:50,0
497,486,Silence is one of the hardest arguments to refute,09-12-2017 23:07,0
498,486,A strong emotion of attachment one feels for someone else,7/16/2017 3:05,1
499,486,Passion about mobiles,6/27/2017 3:58,0
500,486,Afraid of new technologies,1/17/2017 9:56,0
501,486,Tears come from the heart and not from the brain,5/27/2017 2:47,0
502,486,Expectation is the mother of all frustration,10/31/2017 21:12,0
503,486,I love music,1/16/2017 6:51,0
504,497,Feeling Crazy,5/26/2017 7:25,1
505,497,Afraid of new technologies,5/21/2017 9:41,0
506,497,Silence is one of the hardest arguments to refute,7/22/2017 18:27,0
507,497,Celebrations at weekend,11-06-2017 10:10,0
508,497,Very little is needed to make a happy life it is all within yourself in your way of thinking,1/14/2017 10:32,0
509,497,Frustration is not a work plan,08-08-2017 00:50,0
510,497,I feel relaxed,5/25/2017 23:20,1
511,497,I love music,01-02-2017 08:37,0
512,497,Very little is needed to make a happy life it is all within yourself in your way of thinking,07-02-2017 21:24,0
513,505,Passion about technologies,04-03-2017 16:03,0
514,505,Feeling Disgusting,3/21/2017 14:32,1
515,505,Feeling Crazy,10-01-2017 01:36,1
516,505,Get thrilled for your surprises,6/20/2017 21:49,0
517,505,My amazing memory saves the day again!,9/21/2017 3:57,0
518,505,I feel stressed this week,2/23/2017 19:13,1
519,505,Passion about technologies,01-03-2017 09:23,0
520,505,Feeling Crazy,2/27/2017 7:55,1
521,505,I love music,12/15/2017 9:38,0
522,508,Frightened of ghost,8/20/2017 11:34,0
523,508,Never make a decision when you are upset sad jealous or in love.,10/29/2017 18:42,0
524,508,I like bike rides,02-10-2017 21:29,0
525,508,Be happy for this moment. This moment is your life,7/20/2017 0:48,0
526,508,Unsatisfied with Higher Authority,1/30/2017 16:29,0
527,508,Unsatisfied with Higher Authority,07-11-2017 16:36,0
528,508,Never make a decision when you are upset sad jealous or in love.,04-11-2017 09:45,0
529,508,Passion about technologies,03-05-2017 14:28,0
530,508,Expectation is the mother of all frustration,02-04-2017 14:36,0
531,508,Expectation is the mother of all frustration,12-10-2017 04:46,0
532,518,Irritated with worst behavior,02-11-2017 22:02,0
533,518,Tears come from the heart and not from the brain,09-03-2017 21:01,0
534,518,Feeling Disgusting,03-12-2017 21:09,1
535,518,Mika used my photo on tumblr,12-02-2017 20:15,0
536,518,Very little is needed to make a happy life it is all within yourself in your way of thinking,06-03-2017 14:59,0
537,518,Feeling proud to have a friend like you,08-02-2017 11:42,1
538,518,Feeling Disgusting,4/14/2017 19:08,1
539,522,Celebrations at weekend,4/14/2017 0:09,0
540,522,I am in danger,10/25/2017 11:56,0
541,522,Very little is needed to make a happy life it is all within yourself in your way of thinking,11/26/2017 13:51,0
542,522,Be happy for this moment. This moment is your life,4/20/2017 7:40,0
543,522,Irritated with worst behavior,11/19/2017 19:31,0
544,522,I feel non-stressed,7/14/2017 1:44,1
545,522,Feeling proud to have a friend like you,3/21/2017 23:06,1
546,522,A strong emotion of attachment one feels for someone else,9/17/2017 15:29,1
547,522,I feel non-stressed,7/20/2017 7:32,1
548,522,Tears come from the heart and not from the brain,1/24/2017 17:24,0
549,522,Very little is needed to make a happy life it is all within yourself in your way of thinking,11-09-2017 16:13,0
550,531,School is very boring today,7/15/2017 20:20,0
551,531,My amazing memory saves the day again!,10/22/2017 5:09,0
552,531,I am going out to have a walk around,7/21/2017 5:17,0
553,531,Frustration is not a work plan,03-05-2017 00:42,0
554,531,Feeling nervous with higher authority,6/14/2017 19:36,1
555,531,The opposite of anger is not calmness its empathy,3/18/2017 3:18,0
556,531,Frustration is not a work plan,10/28/2017 18:18,0
557,532,School is very boring today,8/22/2017 19:15,0
558,532,Feeling Disgusting,3/23/2017 10:29,1
559,532,Feeling left out,02-03-2017 04:01,1
560,532,Frustrated about work,12/30/2017 21:49,0
561,532,Feeling proud to be part of my company,12-09-2017 07:39,1
562,532,Enjoyed a lot with friends,1/18/2017 8:38,0
563,532,Feeling sad,05-11-2017 17:51,1
564,532,I used to learn play on piano,11-12-2017 10:11,0
565,535,Unsatisfied with Higher Authority,7/30/2017 5:18,0
566,535,Frightened of ghost,7/28/2017 2:30,0
567,535,I feel stressed so much this week,6/17/2017 5:41,1
568,535,School is very boring today,8/27/2017 10:59,0
569,535,Frustration is not a work plan,6/14/2017 5:11,0
570,535,My amazing memory saves the day again!,8/31/2017 4:03,0
571,535,A strong emotion of attachment one feels for someone else,04-04-2017 16:04,1
572,535,Feeling Crazy,09-07-2017 01:45,1
573,535,Never make a decision when you are upset sad jealous or in love.,10-01-2017 20:59,0
574,535,Frustrated about work,03-01-2017 05:41,0
575,535,A strong emotion of attachment one feels for someone else,5/31/2017 2:42,1
576,535,I love music,03-04-2017 10:07,0
577,537,Get thrilled for your surprises,5/20/2017 12:23,0
578,537,I am bored,07-06-2017 19:09,0
579,537,Feeling sad,10/21/2017 18:30,1
580,537,Passion about mobiles,3/29/2017 13:54,0
581,537,Feeling proud to be part of my company,10/27/2017 6:23,1
582,537,Tears come from the heart and not from the brain,8/24/2017 23:09,0
583,537,School is very boring today,12/25/2017 22:49,0
584,537,I am in depression,8/19/2017 10:48,0
585,537,I feel relaxed,2/14/2017 2:46,1
586,580,Feeling Disgusting,8/20/2017 0:56,1
587,580,Frightened of ghost,07-01-2017 05:49,0
588,580,I feel relaxed,5/22/2017 19:28,1
589,580,I was an accomplice in my own frustration,08-09-2017 07:13,0
590,580,Never make a decision when you are upset sad jealous or in love.,7/14/2017 9:47,0
591,580,Be happy for this moment. This moment is your life,12-11-2017 17:37,0
592,580,I am bored,7/20/2017 5:23,0
593,580,Frustration is not a work plan,8/18/2017 11:26,0
594,580,Enjoyed a lot with friends,1/25/2017 16:24,0
595,580,Silence is one of the hardest arguments to refute,3/28/2017 5:40,0
596,580,Tears come from the heart and not from the brain,7/24/2017 13:44,0
597,580,Unsatisfied with Higher Authority,03-05-2017 06:30,0
598,580,I feel stressed so much this week,5/21/2017 22:15,1
599,580,Never make a decision when you are upset sad jealous or in love.,02-06-2017 04:09,0
600,589,Expectation is the mother of all frustration,4/15/2017 17:23,0
601,589,Never make a decision when you are upset sad jealous or in love.,3/26/2017 1:13,0
602,589,Its sad to know I am done. But looking back Ive got a lot of great memories,08-09-2017 20:53,0
603,589,Mika used my photo on tumblr,06-02-2017 01:56,0
604,589,Feeling Crazy,12/25/2017 18:41,1
605,589,A strong emotion of attachment one feels for someone else,6/26/2017 17:51,1
606,589,Frightened of ghost,10/13/2017 17:07,0
607,613,Celebrations at weekend,8/16/2017 3:07,0
608,613,Passion about mobiles,07-07-2017 15:54,0
609,613,Some jerk stole my photo on tumblr,5/15/2017 7:15,0
610,613,Frustrated about work,10-05-2017 04:00,0
611,613,Very little is needed to make a happy life it is all within yourself in your way of thinking,06-04-2017 13:49,0
612,613,Feeling Disgusting,5/17/2017 14:20,1
613,613,Silence is one of the hardest arguments to refute,5/23/2017 22:27,0
614,613,Feeling very happy,06-03-2017 10:30,1
615,613,Afraid of new technologies,02-01-2017 20:00,0
616,613,Feeling something is wrong or nasty,11-07-2017 10:20,1
617,613,Feeling proud to be part of my company,02-04-2017 06:08,1
618,616,Frustrated about work,06-05-2017 05:39,0
619,616,My amazing memory saves the day again!,01-05-2017 05:56,0
620,616,A strong emotion of attachment one feels for someone else,6/13/2017 12:31,1
621,616,Never make a decision when you are upset sad jealous or in love.,9/15/2017 2:35,0
622,616,Mika used my photo on tumblr,06-08-2017 05:21,0
623,616,I am in depression,11/30/2017 17:26,0
624,616,Feeling lonely,12-05-2017 09:41,1
625,616,I was an accomplice in my own frustration,8/23/2017 16:11,0
626,616,The word happy would lose its meaning if it were not balanced by sadness,10/25/2017 14:11,0
627,616,I was an accomplice in my own frustration,1/29/2017 17:09,0
628,622,Cheerful with friends,7/16/2017 2:51,0
629,622,I am going out to have a walk around,10-08-2017 09:52,0
630,622,The word happy would lose its meaning if it were not balanced by sadness,10/19/2017 2:49,0
631,622,Feeling sad,11/27/2017 19:04,1
632,622,Cheerful with friends,7/16/2017 9:44,0
633,622,School is very boring today,8/26/2017 3:00,0
634,622,Irritated with worst behavior,7/15/2017 20:45,0
635,622,My amazing memory saves the day again!,5/28/2017 0:41,0
636,622,Afraid of new technologies,04-05-2017 07:26,0
637,622,I feel relaxed,11/16/2017 6:58,1
638,622,I am in danger,08-04-2017 11:46,0
639,628,I was an accomplice in my own frustration,10-05-2017 19:19,0
640,628,Feeling something is wrong or nasty,5/24/2017 16:15,1
641,628,Get thrilled for your surprises,08-03-2017 08:04,0
642,628,Frustrated about work,2/23/2017 13:51,0
643,628,I love music,03-01-2017 01:56,0
644,628,Silence is one of the hardest arguments to refute,3/18/2017 9:25,0
645,628,Get thrilled for your surprises,7/19/2017 9:50,0
646,628,I am going out to have a walk around,1/24/2017 18:24,0
647,628,Feeling tensed,4/29/2017 18:08,1
648,628,Frightened of ghost,3/17/2017 3:01,0
649,628,My amazing memory saves the day again!,07-04-2017 20:44,0
650,628,Get thrilled for your surprises,8/19/2017 15:04,0
651,628,I feel non-stressed,11/15/2017 16:57,1
652,651,I used to learn play on piano,2/26/2017 22:25,0
653,651,Expectation is the mother of all frustration,5/21/2017 3:56,0
654,651,Feeling proud to be part of my company,09-02-2017 06:56,1
655,651,I love music,09-09-2017 20:39,0
656,651,I feel non-stressed,9/21/2017 11:18,1
657,651,Feeling Disgusting,12/13/2017 13:10,1
658,651,Feeling alone,04-05-2017 04:23,1
659,651,Cheerful with friends,8/30/2017 10:54,0
660,676,Irritated with worst behavior,04-08-2017 12:45,0
661,676,I used to learn play on piano,1/19/2017 4:01,0
662,676,Feeling nervous with higher authority,09-01-2017 22:32,1
663,676,I am in danger,10/20/2017 17:01,0
664,676,Afraid of new technologies,6/24/2017 16:37,0
665,676,Very little is needed to make a happy life it is all within yourself in your way of thinking,9/25/2017 17:07,0
666,676,Feeling proud to be part of my company,01-09-2017 00:20,1
667,676,Feeling tensed,03-09-2017 20:25,1
668,676,I feel stressed this week,05-07-2017 18:02,1
669,676,Feeling tensed,05-07-2017 12:48,1
670,676,Frightened of ghost,12/26/2017 3:28,0
671,676,Unsatisfied with Higher Authority,12-11-2017 01:11,0
672,676,I am going out to have a walk around,11/17/2017 11:16,0
673,676,Mika used my photo on tumblr,12/22/2017 1:43,0
674,676,Feeling very happy,09-02-2017 20:21,1
675,676,The word happy would lose its meaning if it were not balanced by sadness,12/24/2017 14:40,0
676,676,Unsatisfied with Higher Authority,12/17/2017 0:37,0
677,686,Mika used my photo on tumblr,1/17/2017 20:33,0
678,686,Feeling Crazy,4/22/2017 8:22,1
679,686,I used to learn play on piano,12/23/2017 10:59,0
680,686,Mika used my photo on tumblr,04-06-2017 07:34,0
681,686,I feel stressed this week,9/16/2017 22:07,1
682,686,I like bike rides,09-06-2017 20:29,0
683,686,A strong emotion of attachment one feels for someone else,4/14/2017 14:27,1
684,686,Feeling very happy,7/30/2017 16:29,1
685,686,Feeling tensed,8/23/2017 2:39,1
686,686,Feeling alone,9/23/2017 15:24,1
687,686,Frightened of ghost,9/23/2017 0:03,0
688,686,Feeling proud to be part of my company,9/16/2017 13:26,1
689,694,Frustration is not a work plan,5/19/2017 17:29,0
690,694,Feeling Crazy,2/24/2017 23:50,1
691,694,Enjoyed a lot with friends,9/14/2017 7:41,0
692,694,Afraid of new technologies,9/18/2017 22:35,0
693,694,I used to learn play on piano,06-01-2017 20:14,0
694,694,Passion about mobiles,9/30/2017 8:48,0
695,694,Feeling Crazy,12/17/2017 4:03,1
696,699,Cheerful with friends,12/26/2017 14:39,0
697,699,I am in depression,8/25/2017 10:34,0
698,699,Its sad to know I am done. But looking back Ive got a lot of great memories,08-05-2017 15:34,0
699,699,I am bored,10-01-2017 16:17,0
700,699,Feeling proud to be part of my company,5/23/2017 17:57,1
701,699,Afraid of new technologies,9/20/2017 0:21,0
702,699,Feeling alone,5/14/2017 10:44,1
703,699,Feeling alone,4/14/2017 23:38,1
704,699,I like bike rides,01-05-2017 22:48,0
705,699,Feeling nervous with higher authority,7/17/2017 21:51,1
706,699,Feeling left out,7/29/2017 22:36,1
707,699,Feeling alone,6/16/2017 10:00,1
708,700,I am bored,7/25/2017 5:12,0
709,700,Unsatisfied with Higher Authority,10/23/2017 19:54,0
710,700,Very little is needed to make a happy life it is all within yourself in your way of thinking,05-02-2017 17:11,0
711,700,Feeling something is wrong or nasty,01-03-2017 02:17,1
712,700,Expectation is the mother of all frustration,9/24/2017 23:52,0
713,700,I am in danger,9/28/2017 8:14,0
714,700,Feeling sad,10-12-2017 05:35,1
715,700,I am in danger,4/18/2017 10:04,0
716,700,Feeling something is wrong or nasty,6/18/2017 5:22,1
717,700,Feeling alone,05-11-2017 16:24,1
718,744,Feeling nervous with higher authority,04-11-2017 08:10,1
719,744,Feeling Crazy,02-08-2017 20:15,1
720,744,School is very boring today,8/18/2017 18:09,0
721,744,Never make a decision when you are upset sad jealous or in love.,9/23/2017 9:23,0
722,744,Silence is one of the hardest arguments to refute,10-07-2017 22:22,0
723,744,I used to learn play on piano,7/30/2017 6:39,0
724,744,Feeling left out,5/28/2017 14:41,1
725,781,I am in danger,5/23/2017 22:40,0
726,781,Expectation is the mother of all frustration,4/26/2017 6:37,0
727,781,Frightened of ghost,08-03-2017 05:05,0
728,781,I am in danger,1/13/2017 8:10,0
729,781,Very little is needed to make a happy life it is all within yourself in your way of thinking,11/28/2017 19:01,0
730,781,Frustrated about work,11/26/2017 5:09,0
731,781,Tears come from the heart and not from the brain,6/29/2017 22:12,0
732,781,Enjoyed a lot with friends,04-04-2017 16:48,0
733,781,Feeling nervous with higher authority,11-12-2017 05:51,1
734,781,Enjoyed a lot with friends,12-11-2017 02:18,0
735,781,I am bored,6/23/2017 0:15,0
736,781,Feeling left out,3/23/2017 6:25,1
737,781,Mika used my photo on tumblr,7/20/2017 11:43,0
738,781,Its sad to know I am done. But looking back Ive got a lot of great memories,06-06-2017 05:52,0
739,781,Passion about mobiles,1/24/2017 9:45,0
740,781,Mika used my photo on tumblr,12-04-2017 03:23,0
741,781,I love music,03-05-2017 14:09,0
742,781,Feeling left out,11-05-2017 02:28,1
743,781,Passion about technologies,3/27/2017 4:58,0
744,781,Afraid of new technologies,05-04-2017 13:26,0
745,781,Celebrations at weekend,07-11-2017 22:52,0
746,781,Get thrilled for your surprises,6/18/2017 18:32,0
747,781,Feeling Crazy,7/28/2017 11:19,1
748,782,Passion about mobiles,04-08-2017 05:53,0
749,782,Feeling left out,7/17/2017 4:05,1
750,782,I used to learn play on piano,10/31/2017 16:35,0
751,782,Never make a decision when you are upset sad jealous or in love.,10-03-2017 16:45,0
752,795,Feeling very happy,08-10-2017 05:48,1
753,795,Tears come from the heart and not from the brain,1/16/2017 21:09,0
754,795,Some jerk stole my photo on tumblr,08-12-2017 06:39,0
755,795,Passion about mobiles,6/18/2017 20:43,0
756,795,School is very boring today,10-07-2017 08:37,0
757,795,Frustration is not a work plan,7/16/2017 9:32,0
758,795,Feeling something is wrong or nasty,6/21/2017 3:47,1
759,795,Silence is one of the hardest arguments to refute,3/31/2017 20:26,0
760,811,Get thrilled for your surprises,11/16/2017 5:17,0
761,811,I am bored,03-04-2017 16:24,0
762,811,Feeling very happy,2/22/2017 0:05,1
763,811,I am going out to have a walk around,01-07-2017 19:55,0
764,811,Passion about technologies,06-03-2017 22:56,0
765,811,A strong emotion of attachment one feels for someone else,7/20/2017 16:42,1
766,811,Feeling very happy,05-02-2017 14:04,1
767,811,Celebrations at weekend,12/14/2017 9:44,0
768,811,The word happy would lose its meaning if it were not balanced by sadness,3/21/2017 7:26,0
769,811,I like bike rides,11/27/2017 4:55,0
770,811,I was an accomplice in my own frustration,6/23/2017 1:31,0
771,811,Unsatisfied with Higher Authority,02-01-2017 02:40,0
772,817,Feeling lonely,01-07-2017 02:23,1
773,817,The opposite of anger is not calmness its empathy,04-01-2017 20:47,0
774,817,Feeling Disgusting,9/14/2017 20:10,1
775,817,Expectation is the mother of all frustration,08-07-2017 10:41,0
776,817,Feeling alone,11-07-2017 02:17,1
777,823,Feeling very happy,11/16/2017 0:24,1
778,823,I feel stressed so much this week,5/30/2017 17:27,1
779,823,I was an accomplice in my own frustration,4/23/2017 0:26,0
780,823,Feeling proud to be part of my company,9/28/2017 21:58,1
781,823,Cheerful with friends,10-01-2017 09:46,0
782,823,The opposite of anger is not calmness its empathy,01-03-2017 10:08,0
783,823,Mika used my photo on tumblr,12-04-2017 16:07,0
784,838,I love music,7/21/2017 17:36,0
785,838,Feeling Crazy,1/31/2017 19:50,1
786,838,Feeling proud to have a friend like you,8/23/2017 17:05,1
787,838,I am in depression,4/19/2017 10:15,0
788,838,Feeling Crazy,01-08-2017 18:00,1
789,838,Feeling something is wrong or nasty,11/23/2017 8:51,1
790,838,Enjoyed a lot with friends,02-08-2017 10:46,0
791,838,Get thrilled for your surprises,4/23/2017 16:09,0
792,838,Frustration is not a work plan,2/22/2017 9:34,0
793,838,I am in danger,3/30/2017 15:17,0
794,838,Feeling nervous with higher authority,08-12-2017 10:55,1
795,844,I am going out to have a walk around,10-08-2017 03:27,0
796,844,Passion about mobiles,1/26/2017 17:01,0
797,844,Mika used my photo on tumblr,10/15/2017 0:22,0
798,844,I used to learn play on piano,04-01-2017 06:48,0
799,844,Enjoyed a lot with friends,1/17/2017 23:33,0
800,844,Feeling proud to be part of my company,2/20/2017 3:33,1
801,844,Feeling proud to have a friend like you,8/13/2017 10:25,1
802,844,The opposite of anger is not calmness its empathy,9/28/2017 21:53,0
803,844,Passion about technologies,10-08-2017 15:04,0
804,844,The opposite of anger is not calmness its empathy,5/19/2017 8:08,0
805,844,Feeling nervous with higher authority,3/15/2017 16:38,1
806,844,Passion about technologies,7/27/2017 21:14,0
807,859,I love music,12-06-2017 14:08,0
808,859,I am in danger,03-11-2017 06:14,0
809,859,Tears come from the heart and not from the brain,01-01-2017 15:15,0
810,859,Feeling sad,06-09-2017 10:33,1
811,859,Mika used my photo on tumblr,1/24/2017 0:40,0
812,859,Its sad to know I am done. But looking back Ive got a lot of great memories,04-06-2017 17:27,0
813,859,Feeling proud to have a friend like you,10/16/2017 21:20,1
814,859,I love music,5/31/2017 11:56,0
815,859,I like bike rides,10-05-2017 00:22,0
816,859,Get thrilled for your surprises,05-11-2017 09:34,0
817,859,Never make a decision when you are upset sad jealous or in love.,7/20/2017 1:12,0
818,875,I feel stressed this week,2/16/2017 8:53,1
819,875,Silence is one of the hardest arguments to refute,12-11-2017 16:58,0
820,875,Afraid of new technologies,02-03-2017 02:13,0
821,875,I like bike rides,1/22/2017 1:51,0
822,875,Feeling Disgusting,10-11-2017 20:13,1
823,875,I feel relaxed,09-12-2017 00:02,1
824,875,Frustrated about work,12/29/2017 22:48,0
825,875,Irritated with worst behavior,8/25/2017 13:57,0
826,875,Silence is one of the hardest arguments to refute,10/20/2017 21:36,0
827,875,Silence is one of the hardest arguments to refute,6/17/2017 11:22,0
828,875,Frustrated about work,1/17/2017 23:29,0
829,875,Feeling nervous with higher authority,03-06-2017 16:43,1
830,884,I love music,7/14/2017 10:57,0
831,884,I love music,10/15/2017 2:34,0
832,884,Unsatisfied with Higher Authority,03-01-2017 23:10,0
833,884,The opposite of anger is not calmness its empathy,9/25/2017 6:54,0
834,884,The opposite of anger is not calmness its empathy,04-08-2017 20:35,0
835,884,The opposite of anger is not calmness its empathy,4/19/2017 8:05,0
836,884,Enjoyed a lot with friends,11/30/2017 8:34,0
837,899,Frightened of ghost,7/16/2017 1:09,0
838,899,Be happy for this moment. This moment is your life,4/17/2017 6:11,0
839,899,Some jerk stole my photo on tumblr,9/28/2017 13:50,0
840,899,Feeling Crazy,04-09-2017 20:15,1
841,899,I used to learn play on piano,8/14/2017 10:50,0
842,902,Irritated with worst behavior,8/14/2017 18:44,0
843,902,Passion about technologies,09-07-2017 00:26,0
844,902,I was an accomplice in my own frustration,08-08-2017 07:22,0
845,902,Feeling alone,04-09-2017 04:21,1
846,902,Feeling something is wrong or nasty,09-02-2017 11:25,1
847,902,Frustration is not a work plan,11/22/2017 17:44,0
848,902,Feeling very happy,6/25/2017 17:27,1
849,905,I like bike rides,12-12-2017 01:29,0
850,905,Feeling very happy,11/24/2017 17:07,1
851,905,Get thrilled for your surprises,08-03-2017 01:56,0
852,905,Irritated with worst behavior,7/20/2017 11:37,0
853,905,Mika used my photo on tumblr,08-09-2017 23:32,0
854,905,I feel non-stressed,6/26/2017 16:58,1
855,905,I feel stressed this week,1/22/2017 5:49,1
856,905,I am bored,7/14/2017 11:14,0
857,905,I used to learn play on piano,05-03-2017 04:39,0
858,905,The opposite of anger is not calmness its empathy,5/29/2017 22:08,0
859,905,Mika used my photo on tumblr,07-07-2017 08:28,0
860,905,Silence is one of the hardest arguments to refute,12/30/2017 10:12,0
861,905,Feeling something is wrong or nasty,11-07-2017 22:17,1
862,905,Get thrilled for your surprises,6/27/2017 14:05,0
863,905,Silence is one of the hardest arguments to refute,06-04-2017 02:11,0
864,922,The opposite of anger is not calmness its empathy,7/29/2017 2:24,0
865,922,I feel relaxed,11/17/2017 19:25,1
866,922,Enjoyed a lot with friends,6/15/2017 18:39,0
867,922,Feeling Crazy,4/14/2017 8:35,1
868,922,The word happy would lose its meaning if it were not balanced by sadness,2/16/2017 19:56,0
869,922,Unsatisfied with Higher Authority,10-07-2017 01:31,0
870,922,Feeling Disgusting,4/19/2017 4:08,1
871,922,I used to learn play on piano,4/14/2017 1:30,0
872,922,Feeling proud to have a friend like you,9/13/2017 5:39,1
873,923,I used to learn play on piano,05-02-2017 05:56,0
874,923,Feeling left out,11/17/2017 16:41,1
875,923,Feeling Crazy,5/20/2017 9:29,1
876,923,Very little is needed to make a happy life it is all within yourself in your way of thinking,6/22/2017 21:42,0
877,923,Cheerful with friends,10-05-2017 01:40,0
878,923,Feeling tensed,2/26/2017 12:32,1
879,923,Afraid of new technologies,9/20/2017 22:55,0
880,923,Never make a decision when you are upset sad jealous or in love.,08-05-2017 16:09,0
881,923,The word happy would lose its meaning if it were not balanced by sadness,06-09-2017 13:40,0
882,923,Unsatisfied with Higher Authority,5/31/2017 18:07,0
883,923,Never make a decision when you are upset sad jealous or in love.,12/18/2017 19:02,0
884,923,Its sad to know I am done. But looking back Ive got a lot of great memories,7/21/2017 17:33,0
885,923,The opposite of anger is not calmness its empathy,2/15/2017 17:38,0
886,923,The word happy would lose its meaning if it were not balanced by sadness,9/19/2017 8:26,0
887,923,I feel relaxed,1/26/2017 0:15,1
888,933,Celebrations at weekend,1/24/2017 15:51,0
889,933,Its sad to know I am done. But looking back Ive got a lot of great memories,9/24/2017 7:51,0
890,933,Cheerful with friends,8/16/2017 16:22,0
891,933,Feeling nervous with higher authority,08-12-2017 05:57,1
892,933,Feeling proud to be part of my company,11-08-2017 12:24,1
893,933,I am in depression,2/22/2017 5:45,0
894,939,Feeling nervous with higher authority,12-01-2017 02:12,1
895,939,Feeling alone,04-06-2017 00:32,1
896,939,A strong emotion of attachment one feels for someone else,12/31/2017 1:22,1
897,939,Cheerful with friends,03-02-2017 23:35,0
898,939,A strong emotion of attachment one feels for someone else,6/30/2017 5:49,1
899,939,Feeling left out,7/23/2017 7:05,1
900,939,Feeling proud to be part of my company,03-05-2017 10:05,1
901,939,School is very boring today,08-07-2017 01:11,0
902,939,I was an accomplice in my own frustration,09-04-2017 09:56,0
903,939,Expectation is the mother of all frustration,4/26/2017 17:18,0
904,951,Feeling something is wrong or nasty,02-08-2017 13:47,1
905,951,A strong emotion of attachment one feels for someone else,09-08-2017 04:31,1
906,951,Feeling lonely,6/17/2017 5:47,1
907,951,I am going out to have a walk around,8/27/2017 10:43,0
908,951,Cheerful with friends,4/22/2017 9:46,0
909,951,I am bored,03-04-2017 20:22,0
910,951,Unsatisfied with Higher Authority,3/25/2017 10:58,0
911,951,Feeling Crazy,01-05-2017 17:27,1
912,951,Irritated with worst behavior,02-07-2017 07:57,0
913,951,Enjoyed a lot with friends,05-08-2017 14:43,0
914,951,Afraid of new technologies,2/24/2017 3:20,0
915,957,The word happy would lose its meaning if it were not balanced by sadness,7/16/2017 23:06,0
916,957,Cheerful with friends,12/16/2017 12:48,0
917,957,Feeling proud to have a friend like you,4/14/2017 16:12,1
918,957,Feeling proud to be part of my company,06-11-2017 01:28,1
919,957,School is very boring today,9/23/2017 3:47,0
920,957,I love music,06-03-2017 07:38,0
921,957,I feel stressed this week,1/29/2017 22:22,1
922,957,The opposite of anger is not calmness its empathy,2/26/2017 13:20,0
923,966,The word happy would lose its meaning if it were not balanced by sadness,12/14/2017 1:36,0
924,966,Frightened of ghost,8/31/2017 4:57,0
925,966,Cheerful with friends,06-04-2017 08:27,0
926,966,Feeling nervous with higher authority,12/29/2017 8:48,1
927,966,I feel stressed this week,9/16/2017 23:08,1
928,966,Get thrilled for your surprises,08-01-2017 12:00,0
929,966,The word happy would lose its meaning if it were not balanced by sadness,7/20/2017 9:14,0
930,966,I love music,6/23/2017 0:57,0
931,966,Feeling proud to have a friend like you,11/16/2017 18:51,1
932,966,The word happy would lose its meaning if it were not balanced by sadness,07-10-2017 20:36,0
933,966,I used to learn play on piano,05-10-2017 19:29,0
934,968,I am going out to have a walk around,5/13/2017 15:46,0
935,968,I was an accomplice in my own frustration,10/23/2017 4:20,0
936,968,I am bored,12-11-2017 13:06,0
937,968,Get thrilled for your surprises,06-10-2017 06:12,0
938,968,Feeling nervous with higher authority,06-09-2017 08:57,1
939,968,Tears come from the heart and not from the brain,03-09-2017 09:10,0
940,968,I used to learn play on piano,5/13/2017 6:17,0
941,974,Enjoyed a lot with friends,9/25/2017 6:49,0
942,974,Be happy for this moment. This moment is your life,2/15/2017 9:36,0
943,974,Feeling alone,3/29/2017 11:15,1
944,974,Mika used my photo on tumblr,1/13/2017 14:02,0
945,974,I like bike rides,9/28/2017 7:56,0
946,974,The word happy would lose its meaning if it were not balanced by sadness,7/30/2017 1:52,0
947,974,I love music,11/16/2017 3:11,0
948,974,Get thrilled for your surprises,1/16/2017 19:53,0
949,974,I feel non-stressed,9/18/2017 6:25,1
950,974,Expectation is the mother of all frustration,1/25/2017 8:27,0
951,986,Passion about mobiles,02-09-2017 10:55,0
952,986,A strong emotion of attachment one feels for someone else,4/19/2017 3:42,1
953,986,Passion about mobiles,12/23/2017 0:50,0
954,986,I feel relaxed,4/24/2017 5:46,1
955,986,Feeling Crazy,10/31/2017 11:08,1
956,986,Very little is needed to make a happy life it is all within yourself in your way of thinking,12/31/2017 9:48,0
957,986,The opposite of anger is not calmness its empathy,10/16/2017 23:48,0
958,986,Frightened of ghost,2/25/2017 14:55,0
959,986,Feeling very happy,10-05-2017 20:41,1
960,986,Feeling Crazy,3/30/2017 22:11,1
961,986,Get thrilled for your surprises,09-01-2017 22:34,0
962,995,Cheerful with friends,06-11-2017 19:50,0
963,995,Afraid of new technologies,07-11-2017 08:47,0
964,995,Feeling Disgusting,02-08-2017 21:04,1
965,995,Frustrated about work,9/19/2017 17:03,0
966,995,I feel non-stressed,06-08-2017 15:23,1
967,995,I feel stressed this week,12-06-2017 15:35,1
968,995,Feeling left out,04-01-2017 03:56,1
969,995,Feeling alone,7/14/2017 5:39,1
970,995,I love music,3/17/2017 20:42,0
971,995,Feeling proud to be part of my company,06-07-2017 08:40,1
972,995,Frightened of ghost,06-03-2017 05:35,0
973,995,The opposite of anger is not calmness its empathy,11-06-2017 12:57,0
974,999,Frightened of ghost,3/19/2017 5:53,0
975,999,Feeling Crazy,04-12-2017 19:25,1
976,999,Feeling proud to have a friend like you,12-09-2017 03:13,1
977,999,I am in danger,2/13/2017 4:48,0
